machine_id,serial_number,device_type,manufacturer,firmware_version,mac_address,ip_address,installation_date,latitude,longitude,municipio,operating_center,reference_network,connectivity_type,signal_strength_dbm,machine_type,sector,shift,age_days,maintenance_delay_days,tool_wear_pct,temperature_c,vibration_mm_s,pressure_bar,oil_level_pct,coolant_level_pct,humidity_pct,voltage_v,current_a,power_kw,rpm,noise_db,smoke_ppm,gas_ppm,network_latency_ms,error_count_24h,restart_count_7d,severity
M-249,SN-RM-0249-37384,Pressure Transmitter IoT,ABB,3.2.5,82:41:92:FC:74:B6,10.3.187.177,2021-04-12,41.850956,12.759664,Municipio I,CO Tiburtina,RETE_GAS,WiFi,-63.1,TURBINE,A1,DAY,707,46,55.85,89.87,3.38,13.98,80.92,89.2,65.86,420.54,71.73,86.97,5175.43,74.85,0.0,2.66,6.15,0,0,NORMAL
M-000,SN-RM-0000-85442,Smart Flow Sensor,Siemens,3.1.2,00:97:2E:43:8A:DC,10.6.27.98,2015-11-12,41.9188,12.77855,Municipio XI,CO Flaminia,RETE_IDRICA,LoRaWAN,-50.0,COMPRESSOR,A2,DAY,1926,24,70.45,92.49,3.26,13.44,80.24,72.99,63.45,393.14,49.11,60.49,2907.29,76.11,1.92,1.49,30.26,3,0,MAINTENANCE
M-001,SN-RM-0001-11934,Pressure Transmitter IoT,Emerson,3.0.0,D0:ED:9C:83:36:04,10.3.175.39,2020-11-24,41.828949,12.274948,Municipio III,CO Roma Ovest,RETE_GAS,Ethernet,-48.2,MOTOR,A2,DAY,1218,134,94.99,110.4,3.6,9.96,22.84,52.29,38.92,396.72,59.24,74.74,1831.94,79.76,32.23,12.18,79.8,8,2,FAILURE
M-002,SN-RM-0002-66034,Electric Edge Monitor,Schneider Electric,2.3.1,D9:2A:B4:25:22:90,10.9.6.94,2017-12-15,41.777459,12.320584,Municipio II,CO Prenestina,RETE_ELETTRICA,Ethernet,-51.5,COMPRESSOR,B2,NIGHT,1096,20,48.62,75.26,3.01,15.12,94.61,69.68,42.46,409.12,47.91,48.44,2754.08,66.83,0.0,1.98,21.94,2,2,NORMAL
M-003,SN-RM-0003-37877,Power Edge Controller,Schneider Electric,2.4.0,27:7E:25:3E:9D:FD,10.1.178.143,2018-10-23,41.858965,12.669212,Municipio VII,CO Roma Sud,RETE_ENERGIA,4G,-62.7,MOTOR,C2,DAY,1494,31,70.13,69.63,2.23,6.65,77.79,97.31,54.11,425.75,29.19,63.22,1719.33,60.84,7.72,0.0,25.43,2,0,NORMAL
M-004,SN-RM-0004-79965,Pressure IoT Node,Emerson,3.1.2,30:9B:57:AE:A4:97,10.4.207.23,2019-10-15,41.818159,12.563402,Municipio IX,CO Prenestina,RETE_IDRICA,WiFi,-39.7,MOTOR,A2,NIGHT,3504,45,52.04,66.39,1.77,6.83,65.21,64.37,34.95,403.79,37.1,54.41,1816.06,69.24,2.2,3.29,61.49,0,1,NORMAL
M-005,SN-RM-0005-91319,Compressor Edge Node,Siemens,4.0.0,DD:79:05:99:D9:C2,10.4.144.102,2017-10-16,41.727266,12.651738,Municipio VI,CO Roma Centro,RETE_GAS,4G,-79.3,COMPRESSOR,C2,NIGHT,2312,60,100.0,94.6,5.52,12.01,31.92,52.61,57.36,401.3,67.22,62.91,2903.93,65.01,13.04,13.2,74.46,11,2,FAILURE
M-006,SN-RM-0006-12787,Vibration Sensor Node,Yokogawa,2.4.0,E7:F8:77:CE:D3:8C,10.7.165.34,2018-04-04,41.780684,12.563849,Municipio I,CO Roma Sud,RETE_ELETTRICA,4G,-66.7,TURBINE,B1,DAY,1580,8,65.64,91.2,1.94,14.77,71.09,82.38,61.91,394.4,80.35,87.63,5257.06,71.35,3.49,0.31,17.94,1,1,NORMAL
M-007,SN-RM-0007-33799,Speed Sensor Node,Honeywell,3.2.5,3C:ED:94:43:E3:FC,10.6.206.62,2018-09-07,41.929025,12.762069,Municipio XIV,CO Roma Est,RETE_ENERGIA,Ethernet,-65.1,COMPRESSOR,C1,NIGHT,1483,53,60.54,88.19,3.61,12.54,41.3,83.53,63.55,401.45,49.58,60.98,2780.79,79.41,1.85,0.0,32.63,5,0,MAINTENANCE
M-008,SN-RM-0008-10010,Pressure IoT Node,Yokogawa,4.0.0,8A:14:00:D8:26:B9,10.1.3.182,2021-11-23,41.896448,12.472361,Municipio VIII,CO Roma Est,RETE_IDRICA,LoRaWAN,-58.1,COMPRESSOR,A1,NIGHT,1688,17,34.8,74.7,2.54,13.06,70.95,89.63,58.92,387.71,54.94,55.39,2878.72,74.99,1.88,1.98,19.86,1,1,NORMAL
M-009,SN-RM-0009-43700,Gas IoT Sensor,GE Digital,3.0.0,8E:DE:66:99:CF:54,10.8.19.121,2023-08-12,41.971746,12.668879,Municipio XIV,CO Roma Sud,RETE_GAS,WiFi,-71.7,TURBINE,A2,DAY,1295,26,58.42,115.12,5.58,15.91,35.41,62.74,58.81,400.5,99.62,96.57,5350.48,85.95,18.69,16.02,53.68,10,2,FAILURE
M-010,SN-RM-0010-57158,Vibration Sensor Node,Bosch,4.0.0,05:7A:9C:98:6E:24,10.1.18.242,2021-02-28,41.773825,12.549406,Municipio IV,CO Roma Nord,RETE_ELETTRICA,WiFi,-62.9,MOTOR,A2,DAY,1256,49,24.39,67.33,1.27,7.56,81.4,67.77,63.5,396.45,42.17,51.61,1656.31,65.8,1.83,0.15,30.79,1,1,NORMAL
M-011,SN-RM-0011-80857,Turbine IoT Gateway,GE Digital,2.3.1,45:53:6F:55:07:09,10.1.33.194,2018-03-25,41.750948,12.593649,Municipio XIV,CO Aurelia,RETE_ENERGIA,5G,-64.3,PUMP,C2,NIGHT,190,4,10.01,64.09,2.08,9.01,64.14,63.42,64.8,402.17,41.27,37.91,1430.81,68.08,0.0,1.01,35.56,0,0,NORMAL
M-012,SN-RM-0012-99439,Smart Flow Sensor,Honeywell,4.1.3,45:B9:9E:CC:DD:1A,10.8.103.182,2020-03-07,41.783595,12.484337,Municipio XV,CO Prenestina,RETE_IDRICA,4G,-67.4,TURBINE,C2,NIGHT,517,4,63.27,102.03,3.27,16.53,72.82,70.45,71.22,392.16,88.24,95.52,4978.09,69.26,2.03,0.74,58.1,4,0,WARNING
M-013,SN-RM-0013-82494,Pressure Transmitter IoT,Yokogawa,2.3.1,8E:82:3B:16:D5:D9,10.4.116.89,2023-03-24,41.775217,12.671743,Municipio IV,CO Casilina,RETE_GAS,4G,-51.8,TURBINE,A2,NIGHT,35,12,26.09,82.3,2.7,13.8,77.34,49.22,70.95,399.03,93.92,82.9,5170.71,61.55,1.62,3.87,43.53,0,1,NORMAL
M-014,SN-RM-0014-10931,Vibration Sensor Node,Bosch,2.4.0,84:61:75:AE:7F:C4,10.2.80.50,2022-02-07,41.830333,12.429057,Municipio II,CO Tiburtina,RETE_ELETTRICA,Ethernet,-99.7,COMPRESSOR,A2,NIGHT,394,122,100.0,127.71,5.82,19.93,32.1,59.18,78.56,409.5,86.73,70.66,3223.9,84.04,24.54,27.38,95.38,25,7,SEVERE
M-015,SN-RM-0015-83102,Turbine IoT Gateway,Honeywell,2.4.0,CC:69:CA:B3:67:53,10.6.94.31,2022-05-05,41.865381,12.661332,Municipio I,CO Roma Centro,RETE_ENERGIA,WiFi,-58.7,MOTOR,A2,DAY,1634,36,84.33,84.76,2.2,9.26,53.77,68.69,31.98,403.87,48.03,70.81,1691.96,81.12,4.73,0.45,55.3,5,0,MAINTENANCE
M-016,SN-RM-0016-16579,Pump Monitor Gateway,Bosch,2.4.0,2F:CD:79:89:3D:4A,10.4.188.93,2018-05-19,41.928503,12.545764,Municipio I,CO Roma Est,RETE_IDRICA,LoRaWAN,-71.0,TURBINE,A2,DAY,1878,26,19.58,90.94,2.26,13.63,48.89,64.08,25.14,397.14,84.86,89.04,4922.54,61.77,6.68,1.32,43.8,1,0,NORMAL
M-017,SN-RM-0017-36398,Pressure Transmitter IoT,Siemens,3.2.5,25:A5:B5:26:1C:0F,10.7.232.26,2015-01-26,41.874234,12.677922,Municipio XIII,CO Prenestina,RETE_GAS,WiFi,-67.2,TURBINE,C2,DAY,2459,23,56.87,95.09,2.62,16.27,72.91,94.37,10.0,401.44,81.17,82.54,5440.72,55.12,0.0,1.09,1.78,1,0,NORMAL
M-018,SN-RM-0018-73098,Motor IoT Controller,ABB,2.3.1,43:B8:06:B0:5A:9A,10.4.214.195,2016-10-08,41.945574,12.294219,Municipio VII,CO Roma Est,RETE_ELETTRICA,LoRaWAN,-63.7,MOTOR,B2,NIGHT,902,80,88.51,96.07,3.68,8.28,42.09,65.39,29.91,402.32,56.4,65.37,1329.25,71.12,17.56,2.71,65.63,10,5,FAILURE
M-019,SN-RM-0019-89903,Power Edge Controller,GE Digital,3.0.0,68:D3:62:BA:A9:80,10.9.6.96,2022-04-30,41.790265,12.411674,Municipio II,CO EUR,RETE_ENERGIA,4G,-67.0,PUMP,B2,DAY,594,24,56.13,76.06,2.32,12.18,90.84,100.0,45.72,394.31,52.08,48.18,1433.15,64.93,2.96,0.0,26.96,2,0,NORMAL
M-020,SN-RM-0020-38575,Pump Monitor Gateway,Schneider Electric,3.1.2,E3:CE:54:D9:C3:A9,10.7.235.179,2015-01-10,41.880778,12.738094,Municipio XII,CO Roma Centro,RETE_IDRICA,LoRaWAN,-67.5,PUMP,A2,DAY,1287,23,18.18,73.08,1.75,7.54,68.59,64.49,54.76,396.23,46.28,33.6,1522.98,58.92,3.61,0.0,46.46,1,0,NORMAL
M-021,SN-RM-0021-49199,Compressor Edge Node,Yokogawa,4.0.0,F0:EE:AA:75:9F:F6,10.9.59.87,2017-04-09,41.894964,12.270272,Municipio VII,CO Prenestina,RETE_GAS,Ethernet,-57.8,TURBINE,C1,NIGHT,1056,36,60.0,82.44,1.13,12.6,94.48,93.15,45.99,397.28,76.79,82.99,5457.31,75.16,0.0,0.0,41.91,0,0,NORMAL
M-022,SN-RM-0022-25968,Electric Edge Monitor,Emerson,3.0.0,7B:58:83:F1:A5:68,10.1.205.83,2017-02-12,41.823205,12.585742,Municipio XI,CO Aurelia,RETE_ELETTRICA,Ethernet,-49.2,TURBINE,B1,NIGHT,3376,19,100.0,90.93,2.68,13.8,70.9,85.19,40.34,406.13,69.3,93.37,5131.41,72.82,4.71,0.0,46.91,3,0,NORMAL
M-023,SN-RM-0023-23187,Turbine IoT Gateway,Yokogawa,2.4.0,F6:CB:52:BD:6C:9E,10.6.250.74,2016-11-25,41.904663,12.498951,Municipio XIII,CO Prenestina,RETE_ENERGIA,4G,-86.5,MOTOR,A2,NIGHT,234,44,51.66,92.53,3.42,9.37,69.66,39.49,54.94,406.35,50.08,58.13,1712.0,86.28,13.35,21.85,72.23,12,3,FAILURE
M-024,SN-RM-0024-55613,Pressure IoT Node,Schneider Electric,3.1.2,5D:A9:65:AF:09:91,10.4.205.191,2020-04-26,41.969708,12.464256,Municipio VII,CO Casilina,RETE_IDRICA,4G,-71.6,TURBINE,B1,NIGHT,3532,28,100.0,100.58,5.11,16.38,71.81,84.76,48.8,406.46,75.22,96.26,4869.06,81.55,4.21,1.53,29.78,8,0,WARNING
M-025,SN-RM-0025-21630,Pressure Transmitter IoT,Siemens,3.1.2,40:E2:A1:F9:DF:3E,10.5.96.126,2023-12-02,41.866381,12.595478,Municipio III,CO Roma Ovest,RETE_GAS,4G,-67.7,MOTOR,A2,NIGHT,1437,40,43.91,65.41,1.7,5.74,66.07,63.64,52.03,402.1,33.27,54.43,1811.06,61.53,2.59,4.61,42.61,0,0,NORMAL
M-026,SN-RM-0026-71499,Vibration Sensor Node,Yokogawa,2.4.0,ED:98:C5:DD:12:41,10.8.106.146,2023-05-08,41.886756,12.654752,Municipio XII,CO Casilina,RETE_ELETTRICA,Ethernet,-77.3,TURBINE,C2,NIGHT,1565,36,57.58,86.14,1.97,16.83,91.49,72.46,51.49,406.04,62.61,84.38,5344.42,68.37,3.52,0.0,68.25,1,1,NORMAL
M-027,SN-RM-0027-79588,Speed Sensor Node,Honeywell,2.3.1,E0:D8:4E:40:FF:55,10.3.169.22,2023-01-21,41.88377,12.411187,Municipio XV,CO Roma Ovest,RETE_ENERGIA,WiFi,-37.8,PUMP,C2,DAY,2817,21,31.66,67.34,1.33,8.83,42.79,88.28,44.71,414.38,31.21,44.67,1456.54,64.98,0.0,1.4,52.05,1,0,NORMAL
M-028,SN-RM-0028-80502,Pump Monitor Gateway,Emerson,3.1.2,74:B6:01:0D:32:31,10.4.3.115,2019-07-02,41.946127,12.578082,Municipio IV,CO Roma Est,RETE_IDRICA,4G,-51.6,COMPRESSOR,B2,DAY,466,23,36.16,83.91,1.78,11.15,55.22,89.9,51.62,404.05,53.19,45.65,2624.05,74.91,0.62,1.95,40.66,0,0,NORMAL
M-029,SN-RM-0029-20617,Pressure Transmitter IoT,Schneider Electric,3.2.5,50:22:82:60:AC:F0,10.3.251.207,2016-06-05,41.769005,12.431873,Municipio XIII,CO Casilina,RETE_GAS,4G,-53.2,TURBINE,B1,DAY,3265,40,61.1,89.07,3.72,15.79,79.78,48.29,44.82,415.06,64.43,96.4,5210.32,74.08,3.66,0.0,62.25,1,1,MAINTENANCE
M-030,SN-RM-0030-45236,Electric Edge Monitor,GE Digital,3.0.0,62:F6:6C:B8:0A:2D,10.6.44.58,2020-06-04,41.884451,12.636011,Municipio X,CO Tiburtina,RETE_ELETTRICA,WiFi,-66.0,TURBINE,B1,DAY,3291,32,42.48,92.77,2.41,15.37,45.27,54.12,69.54,409.63,80.84,95.42,5100.94,63.26,0.54,0.31,57.77,1,2,NORMAL
M-031,SN-RM-0031-68663,Power Edge Controller,Schneider Electric,4.1.3,F9:7A:97:A6:90:F4,10.9.55.244,2018-08-19,41.726692,12.762816,Municipio IX,CO Ostiense,RETE_ENERGIA,4G,-73.2,MOTOR,B2,DAY,1108,27,90.38,115.06,3.72,9.27,19.43,66.55,48.32,398.17,59.56,69.69,1797.55,78.86,20.12,14.41,34.41,13,4,FAILURE
M-032,SN-RM-0032-98960,Pump Monitor Gateway,Siemens,4.0.0,32:39:9E:C8:8C:87,10.8.232.211,2019-04-18,41.869818,12.628699,Municipio I,CO Tiburtina,RETE_IDRICA,Ethernet,-75.5,MOTOR,B2,NIGHT,284,30,14.02,79.72,1.7,6.45,80.33,62.45,76.35,388.65,45.21,46.98,1851.94,58.59,0.0,1.47,9.72,1,0,NORMAL
M-033,SN-RM-0033-98968,Pressure Transmitter IoT,GE Digital,4.0.0,99:C4:86:98:7F:EB,10.7.11.150,2017-12-04,41.919002,12.342683,Municipio III,CO Flaminia,RETE_GAS,5G,-63.4,PUMP,C1,DAY,1716,22,49.36,70.97,1.52,11.22,89.26,74.76,47.38,391.14,40.66,54.7,1495.04,56.47,4.18,0.22,45.42,1,0,NORMAL
M-034,SN-RM-0034-15488,Electric Edge Monitor,ABB,4.0.0,83:62:FE:06:A1:7C,10.4.87.130,2023-02-21,41.777192,12.728834,Municipio IX,CO Roma Sud,RETE_ELETTRICA,LoRaWAN,-70.2,PUMP,B2,DAY,2977,10,68.96,74.64,1.97,8.81,75.13,84.22,47.11,396.89,35.35,48.09,1521.78,68.67,3.17,1.6,6.67,0,2,NORMAL
M-035,SN-RM-0035-77873,Speed Sensor Node,Schneider Electric,3.1.2,C6:AB:FF:48:9E:F3,10.9.108.79,2017-04-26,41.800332,12.776039,Municipio III,CO EUR,RETE_ENERGIA,4G,-53.1,MOTOR,A1,NIGHT,1245,26,27.65,66.2,1.84,8.31,85.79,85.76,45.8,380.59,43.47,56.0,1766.6,64.87,0.0,0.0,34.96,0,0,NORMAL
M-036,SN-RM-0036-48205,Pressure IoT Node,ABB,3.0.0,61:CB:5C:A4:58:5B,10.8.200.214,2015-12-12,41.920822,12.649206,Municipio XIV,CO Roma Ovest,RETE_IDRICA,WiFi,-69.0,COMPRESSOR,A1,DAY,316,57,77.2,83.7,2.37,12.69,52.76,55.09,57.06,393.64,50.69,61.65,2878.12,62.35,0.0,0.1,35.68,1,0,MAINTENANCE
M-037,SN-RM-0037-90101,Pressure Transmitter IoT,Schneider Electric,4.0.0,89:09:6C:73:51:57,10.5.39.30,2015-04-25,41.810977,12.765551,Municipio IX,CO Aurelia,RETE_GAS,WiFi,-69.2,COMPRESSOR,C2,NIGHT,2241,61,79.94,112.63,6.64,18.38,46.25,52.58,51.37,396.07,96.63,86.27,3223.49,82.34,14.1,20.16,92.72,26,7,SEVERE
M-038,SN-RM-0038-68354,Motor IoT Controller,ABB,4.1.3,9B:53:BF:05:3F:32,10.6.65.4,2020-10-19,41.826737,12.771444,Municipio III,CO Flaminia,RETE_ELETTRICA,Ethernet,-59.9,PUMP,C1,NIGHT,1586,26,60.73,70.63,1.85,8.23,68.65,50.65,74.62,423.61,34.94,40.02,1499.88,69.44,1.77,1.54,68.71,1,0,NORMAL
M-039,SN-RM-0039-67336,Power Edge Controller,ABB,2.4.0,3B:51:E6:42:39:FC,10.4.117.77,2019-06-28,41.985088,12.474482,Municipio III,CO Roma Est,RETE_ENERGIA,WiFi,-62.9,TURBINE,B1,NIGHT,3536,19,96.07,83.84,2.58,15.7,70.03,80.15,31.04,406.5,85.24,80.61,5282.62,74.78,3.56,0.0,28.59,3,0,MAINTENANCE
M-040,SN-RM-0040-96632,Smart Flow Sensor,Yokogawa,2.4.0,C8:AC:19:91:D1:7F,10.2.8.57,2018-10-19,41.741715,12.275169,Municipio VI,CO Tiburtina,RETE_IDRICA,4G,-62.4,COMPRESSOR,C1,NIGHT,655,23,45.76,79.01,3.21,12.46,56.67,74.31,27.91,410.49,47.86,58.38,2919.24,69.25,0.0,4.86,27.93,3,1,MAINTENANCE
M-041,SN-RM-0041-86285,Gas IoT Sensor,ABB,3.2.5,B1:FE:E6:33:5F:19,10.3.90.158,2016-07-31,41.778048,12.405829,Municipio I,CO Roma Nord,RETE_GAS,WiFi,-39.3,PUMP,A1,NIGHT,3161,34,61.91,61.62,2.01,9.61,70.62,100.0,71.33,407.04,29.61,42.36,1448.77,65.44,1.39,0.0,42.44,2,1,NORMAL
M-042,SN-RM-0042-79443,Vibration Sensor Node,ABB,3.2.5,D1:82:1E:DB:CD:DE,10.7.51.98,2023-06-10,41.956737,12.659859,Municipio VI,CO Roma Est,RETE_ELETTRICA,5G,-60.8,MOTOR,A2,DAY,1391,4,7.24,72.5,2.4,8.46,77.45,54.27,54.87,405.41,49.07,51.03,1755.61,69.34,4.15,0.07,42.19,0,0,NORMAL
M-043,SN-RM-0043-61148,Power Edge Controller,Honeywell,4.0.0,6C:F0:F2:FA:46:94,10.7.15.106,2019-07-29,41.850768,12.288248,Municipio III,CO Aurelia,RETE_ENERGIA,LoRaWAN,-61.8,TURBINE,A1,NIGHT,3198,3,73.18,87.71,2.97,15.01,56.31,100.0,39.22,403.93,71.26,79.91,5082.58,67.96,2.91,2.11,17.11,2,1,NORMAL
M-044,SN-RM-0044-89748,Pressure IoT Node,Schneider Electric,2.4.0,FC:02:76:60:D2:80,10.7.51.160,2015-07-19,41.844425,12.305318,Municipio III,CO Tiburtina,RETE_IDRICA,LoRaWAN,-80.6,TURBINE,C1,NIGHT,2303,0,97.83,106.75,3.55,16.13,34.9,64.97,64.2,394.1,91.73,94.1,5474.07,81.6,1.56,2.28,52.06,4,1,WARNING
M-045,SN-RM-0045-19321,Gas IoT Sensor,Emerson,2.3.1,36:EA:EA:DC:4E:7E,10.1.240.158,2020-12-19,41.77113,12.345836,Municipio I,CO EUR,RETE_GAS,WiFi,-68.6,TURBINE,A2,NIGHT,1782,106,100.0,123.66,4.06,19.0,29.37,36.6,79.33,405.01,106.52,104.98,5199.6,77.77,16.39,10.06,77.33,13,2,FAILURE
M-046,SN-RM-0046-82499,Motor IoT Controller,Bosch,3.1.2,1E:56:DF:A6:58:6A,10.7.20.5,2022-07-13,41.824582,12.763321,Municipio VIII,CO Roma Centro,RETE_ELETTRICA,LoRaWAN,-58.3,PUMP,C2,NIGHT,963,6,39.52,68.6,1.4,10.4,82.83,59.98,21.15,399.29,30.71,46.12,1482.39,64.68,2.75,1.24,55.45,2,0,NORMAL
M-047,SN-RM-0047-20259,Power Edge Controller,Siemens,2.4.0,1B:69:3E:52:1C:C3,10.5.94.253,2023-05-19,41.901037,12.625708,Municipio VIII,CO EUR,RETE_ENERGIA,WiFi,-56.7,COMPRESSOR,B2,NIGHT,3588,16,51.72,70.54,1.02,13.21,70.14,74.46,67.52,418.02,40.18,60.71,2755.77,68.73,4.94,0.0,27.0,3,0,NORMAL
M-048,SN-RM-0048-86147,Pressure IoT Node,GE Digital,3.0.0,DF:D0:1A:3D:8A:D3,10.6.139.190,2017-07-21,41.801031,12.542235,Municipio I,CO Flaminia,RETE_IDRICA,LoRaWAN,-68.2,COMPRESSOR,C2,DAY,1148,23,43.39,77.92,2.56,9.6,81.05,72.86,36.96,387.81,43.5,62.46,2666.14,71.42,0.0,0.97,67.55,2,0,NORMAL
M-049,SN-RM-0049-15569,Pressure Transmitter IoT,Bosch,2.3.1,DC:1B:2F:19:DF:FC,10.5.202.6,2022-03-30,41.96141,12.330381,Municipio XIV,CO Roma Est,RETE_GAS,Ethernet,-77.2,MOTOR,A2,NIGHT,280,23,51.74,96.7,3.37,7.47,24.51,34.01,63.35,407.89,54.36,67.51,1798.9,79.61,4.76,1.34,46.62,5,1,WARNING
M-050,SN-RM-0050-54628,Electric Edge Monitor,Yokogawa,3.2.5,2C:62:90:46:44:78,10.2.117.24,2019-12-22,41.857295,12.716175,Municipio X,CO Roma Sud,RETE_ELETTRICA,5G,-67.2,TURBINE,B2,DAY,836,57,58.0,98.12,3.09,14.93,39.67,65.92,43.75,386.34,78.57,99.25,5434.24,74.08,1.18,0.69,65.43,3,0,MAINTENANCE
M-051,SN-RM-0051-90601,Power Edge Controller,Siemens,3.1.2,37:E3:E9:1B:79:72,10.5.114.234,2018-03-15,41.905407,12.58896,Municipio X,CO Roma Est,RETE_ENERGIA,WiFi,-76.6,MOTOR,C2,NIGHT,516,53,78.24,113.95,6.3,14.12,0.0,38.88,93.36,383.34,74.02,79.38,1601.74,71.22,49.94,35.14,82.24,16,4,SEVERE
M-052,SN-RM-0052-73326,Pump Monitor Gateway,ABB,4.0.0,89:5F:98:08:B5:67,10.9.120.215,2017-06-29,41.787203,12.696984,Municipio XIII,CO EUR,RETE_IDRICA,WiFi,-37.9,MOTOR,B2,DAY,2955,18,66.26,87.73,2.55,7.42,42.49,42.48,62.55,423.87,49.96,64.37,1711.81,65.24,0.0,2.6,44.46,6,1,WARNING
M-053,SN-RM-0053-25514,Pressure Transmitter IoT,ABB,4.1.3,CA:DE:04:46:17:15,10.6.141.252,2019-11-18,41.753426,12.626615,Municipio VII,CO Roma Nord,RETE_GAS,Ethernet,-63.6,PUMP,A1,DAY,2305,23,40.15,84.7,2.68,8.19,69.64,74.07,57.34,361.7,32.43,56.53,1317.67,81.38,3.35,0.61,24.3,3,0,MAINTENANCE
M-054,SN-RM-0054-28539,Motor IoT Controller,Siemens,2.4.0,0D:28:A0:27:FD:C8,10.3.240.147,2021-05-21,41.727769,12.569765,Municipio VIII,CO EUR,RETE_ELETTRICA,5G,-62.5,COMPRESSOR,A1,NIGHT,2540,7,72.15,91.31,3.35,13.6,60.83,80.24,43.14,386.01,57.5,59.87,2806.35,73.74,1.36,3.06,15.53,4,3,WARNING
M-055,SN-RM-0055-45870,Power Edge Controller,ABB,4.0.0,2D:B6:05:11:6D:C0,10.8.102.37,2023-11-24,41.942953,12.622458,Municipio I,CO Roma Sud,RETE_ENERGIA,4G,-52.9,COMPRESSOR,B1,DAY,3195,23,87.64,89.62,3.45,10.96,41.31,72.15,65.82,397.05,48.15,62.56,3144.26,72.64,3.5,0.0,35.47,1,0,MAINTENANCE
M-056,SN-RM-0056-88789,Pump Monitor Gateway,ABB,4.0.0,3A:AD:EF:73:79:26,10.9.216.57,2023-01-08,41.923012,12.372146,Municipio X,CO Roma Nord,RETE_IDRICA,4G,-73.5,COMPRESSOR,C2,DAY,1110,32,37.5,76.29,1.94,11.5,56.92,61.65,35.22,406.01,59.77,56.52,2833.34,67.14,0.0,1.53,37.9,0,0,NORMAL
M-057,SN-RM-0057-17867,Gas IoT Sensor,Schneider Electric,4.0.0,A2:38:CE:47:EF:FC,10.2.91.56,2016-08-21,41.946384,12.362253,Municipio IX,CO Roma Sud,RETE_GAS,Ethernet,-64.2,PUMP,B1,DAY,98,13,21.7,75.45,2.14,9.93,81.83,86.03,55.59,391.95,27.3,43.13,1464.34,74.65,1.12,0.0,60.93,1,0,NORMAL
M-058,SN-RM-0058-40679,Electric Edge Monitor,Yokogawa,2.3.1,AA:2A:1A:EF:AB:AF,10.2.203.17,2021-09-14,41.814397,12.333356,Municipio X,CO Roma Ovest,RETE_ELETTRICA,5G,-70.2,PUMP,C1,NIGHT,663,2,76.45,88.36,3.59,10.7,29.88,37.06,58.42,397.55,41.71,40.9,1588.99,79.72,0.91,0.0,38.43,7,2,WARNING
M-059,SN-RM-0059-29703,Power Edge Controller,Siemens,2.3.1,A1:A6:9C:B8:48:49,10.4.70.103,2016-06-23,41.959345,12.511251,Municipio XII,CO Ostiense,RETE_ENERGIA,5G,-47.1,PUMP,C2,DAY,3425,61,100.0,95.17,4.16,11.25,9.6,45.33,47.92,394.43,66.96,47.96,1539.38,69.3,15.19,8.22,50.26,12,2,FAILURE
M-060,SN-RM-0060-63080,Pump Monitor Gateway,Schneider Electric,2.4.0,C7:F6:4B:63:1E:34,10.4.121.122,2018-06-20,41.77628,12.558836,Municipio XV,CO Flaminia,RETE_IDRICA,WiFi,-60.2,PUMP,C1,NIGHT,3577,43,64.98,65.82,1.33,11.68,74.92,85.3,55.51,409.98,35.36,43.9,1431.97,63.92,0.21,0.0,14.9,1,0,NORMAL
M-061,SN-RM-0061-34533,Compressor Edge Node,Honeywell,3.0.0,28:75:5D:82:55:BE,10.5.201.43,2018-03-29,41.844378,12.683552,Municipio V,CO Flaminia,RETE_GAS,WiFi,-54.5,MOTOR,A2,NIGHT,2501,40,82.15,79.64,4.14,7.17,51.97,75.27,51.73,402.61,48.35,48.38,1698.99,81.15,2.59,1.7,40.73,8,2,WARNING
M-062,SN-RM-0062-92782,Motor IoT Controller,Honeywell,3.0.0,92:02:26:F2:D6:5C,10.3.8.121,2015-08-29,41.773778,12.275419,Municipio II,CO Flaminia,RETE_ELETTRICA,4G,-59.8,PUMP,C2,DAY,3126,46,100.0,92.76,4.1,11.76,53.56,58.11,67.31,421.3,53.47,59.61,1398.39,73.42,1.15,3.57,37.67,3,4,WARNING
M-063,SN-RM-0063-58998,Speed Sensor Node,Siemens,3.0.0,59:B4:BF:3F:F0:94,10.9.98.246,2017-07-03,41.833904,12.244866,Municipio VI,CO Roma Centro,RETE_ENERGIA,5G,-49.0,TURBINE,C1,NIGHT,118,28,26.79,91.47,2.38,15.16,100.0,70.97,54.41,403.76,68.29,89.27,5216.28,70.43,2.01,0.0,52.45,1,0,NORMAL
M-064,SN-RM-0064-25920,Pump Monitor Gateway,Honeywell,4.0.0,57:9F:AF:5B:CE:96,10.6.164.73,2021-02-17,41.971371,12.638703,Municipio XIV,CO Roma Ovest,RETE_IDRICA,WiFi,-77.8,TURBINE,A2,DAY,1904,90,89.21,97.75,5.4,18.82,17.1,30.74,36.94,399.48,99.68,110.69,5978.5,79.86,8.93,5.96,69.05,18,5,FAILURE
M-065,SN-RM-0065-37649,Compressor Edge Node,Yokogawa,4.0.0,22:85:91:5B:E4:FF,10.2.15.35,2017-04-05,41.883484,12.510403,Municipio IX,CO Roma Est,RETE_GAS,Ethernet,-60.0,TURBINE,B1,DAY,642,0,47.78,91.53,3.25,16.63,75.87,70.78,34.63,405.57,82.69,90.62,5431.63,72.27,2.93,1.0,15.41,0,0,NORMAL
